id,golden,label,confidence,url
2376,FALSE,Positive,1,http://farm1.static.flickr.com/19/160291692_ee1c6d53b0.jpg
3102,FALSE,Negative,0.6546,http://farm1.static.flickr.com/89/259989536_e19ac1db8c.jpg
5373,FALSE,Negative,0.6627,http://farm1.static.flickr.com/27/99710693_aff3efbda1.jpg
10384,FALSE,Positive,1,http://farm3.static.flickr.com/2418/1978823574_2469d485c7.jpg
10466,FALSE,Positive,1,http://farm1.static.flickr.com/21/26446838_c88c036ed1.jpg
10722,FALSE,Positive,1,http://farm1.static.flickr.com/102/254557791_d03357c1bf.jpg
14521,FALSE,Negative,1,http://farm2.static.flickr.com/1422/765423698_3a59738412.jpg
10112,FALSE,Neutral,0.6631,http://farm1.static.flickr.com/10/12699158_32544fa195.jpg
6313,FALSE,Positive,0.6658,http://farm4.static.flickr.com/3198/2475943060_04e0e7a6af.jpg
13234,FALSE,Highly positive,0.3399,http://farm1.static.flickr.com/25/103627230_40a7745d6e.jpg
15335,FALSE,Neutral,1,http://farm3.static.flickr.com/2197/2516008618_b3f0f39815.jpg
8828,FALSE,Positive,1,http://farm3.static.flickr.com/2419/1952424911_df8fea0c17.jpg
331,TRUE,Positive,0.763,http://farm8.staticflickr.com/7035/6751265999_73ccd78dee.jpg
1787,FALSE,Positive,1,http://farm1.static.flickr.com/124/337825330_c789b3e5d0.jpg
813,FALSE,Positive,1,http://farm1.static.flickr.com/136/360340476_a5544b36e9.jpg
1979,FALSE,Negative,0.6608,http://farm1.static.flickr.com/154/400134908_d39fd0b59e.jpg
3117,FALSE,Positive,0.6666,http://farm1.static.flickr.com/70/181874190_836c88ebc1.jpg
1695,FALSE,Positive,0.6606,http://farm1.static.flickr.com/168/391689531_28f880adb5.jpg
614,FALSE,Positive,0.6737,http://farm3.static.flickr.com/2314/2171575576_bbd3714a12.jpg
1283,FALSE,Positive,0.663,http://farm1.static.flickr.com/97/248688546_87d7ad7cb6.jpg
7960,FALSE,Neutral,0.6649,http://farm1.static.flickr.com/130/358201135_0deca1c5a2.jpg
15453,FALSE,Neutral,0.3355,http://farm1.static.flickr.com/47/189840536_351da5dd21.jpg
15159,FALSE,Neutral,1,http://farm1.static.flickr.com/4/5096653_15ac0ab027.jpg
9126,FALSE,Positive,0.6645,http://farm4.static.flickr.com/3258/2671138630_bf636437cb.jpg
12984,FALSE,Negative,0.3354,http://farm3.static.flickr.com/2145/2411528468_fb724a317a.jpg
4227,FALSE,Positive,0.6647,http://farm1.static.flickr.com/184/468022143_ee38e9b8bb.jpg
10716,FALSE,Neutral,1,http://farm1.static.flickr.com/67/225392586_559d70292f.jpg
6522,FALSE,Positive,0.6828,http://farm3.static.flickr.com/2255/2267806604_71bbba9943.jpg
14423,FALSE,Neutral,1,http://farm3.static.flickr.com/2164/2367966553_39b81262b6.jpg
5383,FALSE,Neutral,1,http://farm4.static.flickr.com/3215/2682116944_2d36a4dcfb.jpg
4193,FALSE,Negative,0.3412,http://farm1.static.flickr.com/70/206084961_7dde652fe7.jpg
13431,FALSE,Positive,0.6637,http://farm1.static.flickr.com/205/503055896_6cdf1b319d.jpg
13203,FALSE,Positive,0.3353,http://farm4.static.flickr.com/3229/2380111250_f16377e3ef.jpg
8758,FALSE,Positive,1,http://farm3.static.flickr.com/2286/1542112396_8a7e11661c.jpg
14203,FALSE,Positive,0.6637,http://farm3.static.flickr.com/2377/2500098980_2cd4b437e8.jpg
11712,FALSE,Positive,0.6635,http://farm1.static.flickr.com/33/66530220_ca8c7f27b9.jpg
7475,FALSE,Positive,1,http://farm3.static.flickr.com/2014/2432062090_756c6c8301.jpg
14577,FALSE,Positive,0.6676,http://farm1.static.flickr.com/27/61080744_015691fff1.jpg
7613,FALSE,Negative,1,http://farm1.static.flickr.com/15/18790113_4d4ea8b845.jpg
11905,FALSE,Positive,1,http://farm1.static.flickr.com/181/484184995_9c7bb4105a.jpg
5633,FALSE,Positive,1,http://farm1.static.flickr.com/91/235390416_c1347f559f.jpg
12251,FALSE,Negative,0.661,http://farm1.static.flickr.com/45/162396389_b028e8a3a8.jpg
7229,FALSE,Positive,0.6631,http://farm1.static.flickr.com/220/476026663_586e778233.jpg
10783,FALSE,Negative,0.3361,http://farm1.static.flickr.com/167/365406758_fcf742a269.jpg
2030,FALSE,Negative,1,http://farm2.static.flickr.com/1092/976368921_b8330465b3.jpg
5788,FALSE,Positive,0.6687,http://farm3.static.flickr.com/2330/1965540983_9c1b4871c4.jpg
4755,FALSE,Positive,0.6762,http://farm1.static.flickr.com/179/386614517_9a3ad07690.jpg
13028,FALSE,Positive,0.6606,http://farm4.static.flickr.com/3147/2573424959_60d9e456d7.jpg
10963,FALSE,Neutral,0.6718,http://farm4.static.flickr.com/3286/2389891518_b4c40bbd33.jpg
6464,FALSE,Positive,0.3421,http://farm1.static.flickr.com/135/364806386_c596e94b17.jpg
1577,FALSE,Neutral,0.6632,http://farm2.static.flickr.com/1125/541839692_e49e44a137.jpg
336,TRUE,Negative,0.5597,http://farm2.staticflickr.com/1125/5140567537_9da85041fc.jpg
10681,FALSE,Positive,0.3351,http://farm3.static.flickr.com/2415/2283043678_4a4d13a414.jpg
10650,FALSE,Negative,0.6679,http://farm4.static.flickr.com/3180/2605312010_cb0bb1f05c.jpg
10973,FALSE,Positive,1,http://farm1.static.flickr.com/34/106790226_0e8588a9fd.jpg
3019,FALSE,Positive,1,http://farm1.static.flickr.com/226/461769695_74f169bad7.jpg
2693,FALSE,Neutral,0.6607,http://farm1.static.flickr.com/80/207911607_0c168040c2.jpg
8407,FALSE,Highly negative,0.3367,http://farm2.static.flickr.com/1077/531108636_85e48a91dd.jpg
12797,FALSE,Negative,0.6658,http://farm1.static.flickr.com/97/220797878_ec3c65dcc0.jpg
15036,FALSE,Positive,0.6622,http://farm3.static.flickr.com/2085/2382225650_d25bedb69c.jpg
6282,FALSE,Positive,1,http://farm3.static.flickr.com/2268/2424723941_5c8d6b2b5d.jpg
8609,FALSE,Positive,1,http://farm2.static.flickr.com/1019/1094145782_fb1904769c.jpg
5164,FALSE,Positive,1,http://farm1.static.flickr.com/159/435468849_82bc355243.jpg
10316,FALSE,Positive,0.6624,http://farm4.static.flickr.com/3020/2673087827_d5da3d1a80.jpg
13580,FALSE,Negative,0.673,http://farm3.static.flickr.com/2338/2226208049_f9f5a692a6.jpg
14063,FALSE,Neutral,0.3448,http://farm1.static.flickr.com/125/421977482_41e037a923.jpg
7969,FALSE,Neutral,0.3357,http://farm3.static.flickr.com/2180/2184427943_c6d5220938.jpg
3837,FALSE,Negative,0.6654,http://farm3.static.flickr.com/2229/2236853752_126449bdd4.jpg
4817,FALSE,Positive,0.6626,http://farm3.static.flickr.com/2141/2445773238_84b0f28730.jpg
3384,FALSE,Negative,0.6661,http://farm4.static.flickr.com/3256/2565460038_dd8a374f90.jpg
2665,FALSE,Positive,0.6691,http://farm1.static.flickr.com/34/106407105_782217dbfa.jpg
8619,FALSE,Positive,0.6644,http://farm4.static.flickr.com/3065/2487473164_09bcaa97cf.jpg
5525,FALSE,Positive,1,http://farm4.static.flickr.com/3009/2617045696_37c0278abb.jpg
8630,FALSE,Positive,1,http://farm1.static.flickr.com/170/440346087_b2db9c2275.jpg
1732,FALSE,Neutral,0.6555,http://farm1.static.flickr.com/51/125774839_cca7238a5f.jpg
2623,FALSE,Positive,1,http://farm1.static.flickr.com/212/449013824_06f180a6fc.jpg
4314,FALSE,Positive,0.6724,http://farm2.static.flickr.com/1072/526192250_20f9a8a91a.jpg
15049,FALSE,Positive,0.6698,http://farm3.static.flickr.com/2279/2434333445_4bb7c6a477.jpg
8848,FALSE,Positive,1,http://farm1.static.flickr.com/139/325978597_f3df5fce8d.jpg
8542,FALSE,Negative,1,http://farm4.static.flickr.com/3239/2667599874_18e4d124f7.jpg
2319,FALSE,Positive,1,http://farm1.static.flickr.com/192/502721178_43a8c7e054.jpg
13465,FALSE,Neutral,1,http://farm3.static.flickr.com/2044/2464947017_360f5668a7.jpg
14631,FALSE,Positive,0.6643,http://farm3.static.flickr.com/2377/2323897999_db98386b77.jpg
11818,FALSE,Negative,0.6657,http://farm3.static.flickr.com/2202/2266004873_13fc64ccdf.jpg
1167,FALSE,Positive,1,http://farm1.static.flickr.com/133/404705346_1ada044a8b.jpg
1452,FALSE,Neutral,0.6709,http://farm1.static.flickr.com/67/212663039_5eadd2ffcb.jpg
4639,FALSE,Negative,0.6758,http://farm2.static.flickr.com/1015/1446148411_f35844abf3.jpg
2967,FALSE,Positive,1,http://farm2.static.flickr.com/1052/561464108_fb62b8c576.jpg
6339,FALSE,Positive,0.3394,http://farm2.static.flickr.com/1132/1386481288_77147b9da5.jpg
14713,FALSE,Neutral,0.3378,http://farm1.static.flickr.com/51/167004472_af7e3fefbc.jpg
6113,FALSE,Positive,1,http://farm2.static.flickr.com/1390/560772207_767956c762.jpg
14702,FALSE,Positive,0.6688,http://farm3.static.flickr.com/2257/2368925394_fa6850a344.jpg
7121,FALSE,Negative,0.6633,http://farm3.static.flickr.com/2186/2234974978_f6877c539a.jpg
13956,FALSE,Neutral,0.6617,http://farm1.static.flickr.com/72/212540786_22e91c3039.jpg
9085,FALSE,Positive,1,http://farm4.static.flickr.com/3173/2314489580_81de14a3cf.jpg
12293,FALSE,Positive,0.6673,http://farm1.static.flickr.com/52/134015099_e5e53f68f7.jpg
8052,FALSE,Positive,1,http://farm1.static.flickr.com/207/491318819_5d71b4b40f.jpg
6384,FALSE,Positive,0.3373,http://farm1.static.flickr.com/68/170397709_2311f97d9f.jpg
3298,FALSE,Positive,1,http://farm1.static.flickr.com/100/309309512_adf4a6671e.jpg
1944,FALSE,Neutral,0.3406,http://farm1.static.flickr.com/49/125352432_57fdc962a6.jpg
10611,FALSE,Positive,1,http://farm3.static.flickr.com/2229/1503697061_f5af422fc6.jpg
4345,FALSE,Neutral,0.6675,http://farm3.static.flickr.com/2143/2268560408_7ae67dfbc3.jpg
6715,FALSE,Neutral,0.6644,http://farm3.static.flickr.com/2119/2412239261_2b6e2dfaa9.jpg
12660,FALSE,Positive,0.6808,http://farm3.static.flickr.com/2040/2278497575_b00ac8dfc4.jpg
11362,FALSE,Positive,0.6755,http://farm1.static.flickr.com/49/111919764_70110451e7.jpg
1348,FALSE,Positive,1,http://farm1.static.flickr.com/107/306240196_d61ac4105e.jpg
3551,FALSE,Positive,0.6749,http://farm2.static.flickr.com/1050/1430628226_51deb6b1a8.jpg
317,TRUE,Highly positive,0.5253,http://farm7.staticflickr.com/6023/5917669625_f2b669d758.jpg
14187,FALSE,Positive,0.6799,http://farm1.static.flickr.com/87/236931139_2dcb755108.jpg
4392,FALSE,Neutral,1,http://farm1.static.flickr.com/111/289923191_ff1454f407.jpg
8689,FALSE,Neutral,0.6696,http://farm1.static.flickr.com/215/508013658_dff0055ba6.jpg
1209,FALSE,Positive,0.6644,http://farm1.static.flickr.com/121/313814994_d2f1f23018.jpg
11559,FALSE,Positive,1,http://farm3.static.flickr.com/2025/2462178541_cc4112c97b.jpg
425,TRUE,Highly negative,0.6037,http://farm2.staticflickr.com/1236/5122451554_9b2f2baa7e.jpg
555,TRUE,Positive,0.8013,http://farm6.staticflickr.com/5092/5504622180_b3331074ab.jpg
2993,FALSE,Neutral,1,http://farm1.static.flickr.com/182/435291520_906feac0b2.jpg
1955,FALSE,Neutral,0.6646,http://farm4.static.flickr.com/3285/2518651775_8ac977c8af.jpg
8249,FALSE,Negative,0.6683,http://farm1.static.flickr.com/91/268930917_8227310686.jpg
9640,FALSE,Positive,1,http://farm4.static.flickr.com/3095/2563309326_5f971f71cc.jpg
1512,FALSE,Neutral,0.6617,http://farm1.static.flickr.com/157/390989366_933ac04a1d.jpg
5776,FALSE,Neutral,1,http://farm4.static.flickr.com/3225/2294695831_3bdbf12b72.jpg
4818,FALSE,Positive,0.6626,http://farm1.static.flickr.com/207/473636110_3545e8603e.jpg
9250,FALSE,Neutral,0.664,http://farm4.static.flickr.com/3157/2708178309_c515b62efe.jpg
12253,FALSE,Neutral,0.6571,http://farm3.static.flickr.com/2404/1521159632_30a5ab51b6.jpg
4082,FALSE,Positive,1,http://farm3.static.flickr.com/2366/2193535520_24e356305b.jpg
6919,FALSE,Positive,0.3425,http://farm1.static.flickr.com/203/457064456_950420fa75.jpg
14565,FALSE,Positive,1,http://farm3.static.flickr.com/2248/1813773107_a7ccc7753e.jpg
1514,FALSE,Negative,0.6722,http://farm2.static.flickr.com/1015/818024043_a286332468.jpg
6703,FALSE,Positive,1,http://farm4.static.flickr.com/3267/2535117479_e0a9e2dc06.jpg
10469,FALSE,Negative,1,http://farm1.static.flickr.com/5/5376217_9a7f918fa3.jpg
12007,FALSE,Highly positive,0.6672,http://farm1.static.flickr.com/192/513826446_1757f34a9c.jpg
2597,FALSE,Neutral,1,http://farm3.static.flickr.com/2104/2195101972_edf03fb5c7.jpg
7832,FALSE,Negative,0.3392,http://farm3.static.flickr.com/2195/2244169322_7b92e0ef64.jpg
574,TRUE,Positive,0.7192,http://farm4.staticflickr.com/3142/2908457412_fd56d55bfe.jpg
13819,FALSE,Neutral,1,http://farm1.static.flickr.com/38/127488837_6bb975c6f1.jpg
7597,FALSE,Positive,0.6682,http://farm1.static.flickr.com/12/91772701_18cdef18ba.jpg
4982,FALSE,Negative,0.6672,http://farm2.static.flickr.com/1065/1176594643_900141ee0c.jpg
9816,FALSE,Positive,0.6999,http://farm1.static.flickr.com/54/125113976_a1f4a3e944.jpg
12508,FALSE,Neutral,0.6623,http://farm2.static.flickr.com/1131/537835774_126376eec4.jpg
13156,FALSE,Positive,1,http://farm1.static.flickr.com/118/293391364_118a694562.jpg
6508,FALSE,Positive,0.673,http://farm1.static.flickr.com/188/408320039_5eed4823d7.jpg
14637,FALSE,Neutral,1,http://farm1.static.flickr.com/21/24307289_ac70900e9d.jpg
9887,FALSE,Positive,1,http://farm3.static.flickr.com/2264/2556239390_e166012e44.jpg
3880,FALSE,Positive,0.3345,http://farm1.static.flickr.com/98/209190579_e020b1e96c.jpg
1584,FALSE,Positive,0.6676,http://farm4.static.flickr.com/3136/2669979462_0a821bf83b.jpg
69,TRUE,Highly negative,0.5613,http://farm7.staticflickr.com/6121/6207215090_a54b51fc9b.jpg
6408,FALSE,Positive,1,http://farm1.static.flickr.com/32/58521687_809d2e62b0.jpg
14548,FALSE,Negative,0.6644,http://farm3.static.flickr.com/2336/2195558407_ddc0e86f1b.jpg
14271,FALSE,Positive,1,http://farm4.static.flickr.com/3205/2363659761_aca7fcd29e.jpg
14043,FALSE,Neutral,1,http://farm1.static.flickr.com/118/291097359_2a3c5a93ef.jpg
4541,FALSE,Positive,0.6808,http://farm2.static.flickr.com/1231/830438414_c92655489f.jpg
13009,FALSE,Positive,1,http://farm3.static.flickr.com/2260/2418362764_d05c5ddbcf.jpg
8658,FALSE,Positive,0.6557,http://farm1.static.flickr.com/227/513046008_82d868380c.jpg
5693,FALSE,Negative,0.6611,http://farm2.static.flickr.com/1184/1175527117_1346514fd6.jpg
10742,FALSE,Neutral,1,http://farm4.static.flickr.com/3036/2427501345_4152bcfb71.jpg
2456,FALSE,Negative,0.6654,http://farm2.static.flickr.com/1395/1060348800_41a8d2b07c.jpg
1596,FALSE,Positive,1,http://farm1.static.flickr.com/47/143769308_253b32d264.jpg
3705,FALSE,Positive,0.6742,http://farm3.static.flickr.com/2330/2275669264_4ede4576dd.jpg
5100,FALSE,Positive,0.3369,http://farm4.static.flickr.com/3031/2368048587_68563f0566.jpg
10468,FALSE,Positive,0.666,http://farm1.static.flickr.com/55/147088891_9bdd2ec8bc.jpg
14801,FALSE,Negative,0.3366,http://farm3.static.flickr.com/2377/2284544640_3c7e6b8859.jpg
5121,FALSE,Positive,0.6651,http://farm1.static.flickr.com/165/361958568_3c51b23910.jpg
6312,FALSE,Neutral,0.6663,http://farm2.static.flickr.com/1259/670844022_136cc644f1.jpg
246,TRUE,Positive,0.5598,http://farm3.staticflickr.com/2005/2213047853_37516490d2.jpg
3018,FALSE,Neutral,1,http://farm1.static.flickr.com/147/407199210_b5f6ac1fcc.jpg
5490,FALSE,Negative,0.6645,http://farm1.static.flickr.com/217/489740999_c5c944b258.jpg
4075,FALSE,Neutral,0.3333,http://farm3.static.flickr.com/2200/2039927908_09955dd20b.jpg
4275,FALSE,Neutral,0.3359,http://farm1.static.flickr.com/33/53830275_2fa8ffbf89.jpg
8757,FALSE,Positive,0.3405,http://farm3.static.flickr.com/2245/2363745421_1a14dc078d.jpg
8680,FALSE,Positive,1,http://farm4.static.flickr.com/3164/2719351545_900bd370ca.jpg
6393,FALSE,Positive,1,http://farm2.static.flickr.com/1318/679207464_dc75d8959a.jpg
4238,FALSE,Positive,0.6617,http://farm1.static.flickr.com/51/140874844_fa574fe5e9.jpg
9846,FALSE,Positive,1,http://farm2.static.flickr.com/1045/1342319656_243ef75154.jpg
9939,FALSE,Positive,1,http://farm3.static.flickr.com/2406/2269477181_01f6d74f30.jpg
674,FALSE,Highly negative,0.3442,http://farm3.static.flickr.com/2343/2312743876_d7bfa3324f.jpg
4765,FALSE,Positive,0.663,http://farm3.static.flickr.com/2344/2417545255_b30a736f91.jpg
10587,FALSE,Positive,1,http://farm1.static.flickr.com/26/54105101_cf5c58bd18.jpg
10589,FALSE,Negative,0.67,http://farm1.static.flickr.com/127/365776590_d1b8510e5b.jpg
8202,FALSE,Positive,1,http://farm1.static.flickr.com/189/513454775_4faf4321bb.jpg
10862,FALSE,Positive,0.6648,http://farm1.static.flickr.com/21/94222511_38ba492b92.jpg
4246,FALSE,Positive,0.6669,http://farm1.static.flickr.com/55/106887860_5a0e473c95.jpg
3025,FALSE,Positive,0.6687,http://farm2.static.flickr.com/1303/1335594823_9bfe09a4df.jpg
13554,FALSE,Positive,0.6737,http://farm1.static.flickr.com/21/24661417_c2b8253454.jpg
7589,FALSE,Highly negative,0.6632,http://farm1.static.flickr.com/183/420985754_b4bb2f3865.jpg
5909,FALSE,Positive,1,http://farm1.static.flickr.com/66/161073595_6af27a576b.jpg
2426,FALSE,Positive,1,http://farm2.static.flickr.com/1398/1358525660_f8ac9d68a6.jpg
4853,FALSE,Positive,0.6692,http://farm3.static.flickr.com/2322/2449697803_10e5549a45.jpg
13010,FALSE,Positive,0.6642,http://farm3.static.flickr.com/2291/2531326838_33f98ce03b.jpg
3860,FALSE,Positive,0.6661,http://farm4.static.flickr.com/3105/2485093435_aa450181e6.jpg
5303,FALSE,Highly positive,0.3405,http://farm4.static.flickr.com/3049/2390780477_ec66eaff37.jpg
12426,FALSE,Positive,1,http://farm3.static.flickr.com/2186/1893390479_fecdbc2799.jpg
13437,FALSE,Highly positive,0.6578,http://farm1.static.flickr.com/194/503092785_330dd5cdbe.jpg
8937,FALSE,Neutral,0.3387,http://farm3.static.flickr.com/2159/2246485118_dcd7b491a1.jpg
10835,FALSE,Positive,1,http://farm1.static.flickr.com/221/492010147_bf35a48b15.jpg
8760,FALSE,Neutral,0.6652,http://farm3.static.flickr.com/2194/2486103205_43c6cd658c.jpg
4442,FALSE,Neutral,1,http://farm1.static.flickr.com/68/156306225_f35dafd380.jpg
5715,FALSE,Positive,0.667,http://farm4.static.flickr.com/3173/2677002051_f5d42cdc9a.jpg
5423,FALSE,Highly positive,0.335,http://farm3.static.flickr.com/2280/2212674485_f420ea34b8.jpg
6670,FALSE,Positive,1,http://farm1.static.flickr.com/89/245181608_affaaf3df6.jpg
2518,FALSE,Positive,0.6757,http://farm1.static.flickr.com/77/165584006_99df215910.jpg
7234,FALSE,Neutral,1,http://farm2.static.flickr.com/1406/1250192378_cbb21f9f30.jpg
11419,FALSE,Positive,1,http://farm1.static.flickr.com/120/262797734_cd4fcd5769.jpg
7661,FALSE,Negative,0.6723,http://farm1.static.flickr.com/175/368156218_1bdd8c8d98.jpg
2037,FALSE,Positive,0.6671,http://farm1.static.flickr.com/172/377694854_bcd0ffb3ec.jpg
3066,FALSE,Positive,0.663,http://farm4.static.flickr.com/3143/2677451431_7f8390a5fe.jpg
12377,FALSE,Positive,0.6595,http://farm1.static.flickr.com/104/280150232_c85d13f290.jpg
6336,FALSE,Positive,0.3407,http://farm1.static.flickr.com/44/132531785_f842f295cd.jpg
11453,FALSE,Positive,1,http://farm3.static.flickr.com/2188/2516444450_c75720a177.jpg
7078,FALSE,Neutral,0.6663,http://farm1.static.flickr.com/37/102741895_5d86a3fc8c.jpg
5377,FALSE,Positive,0.3428,http://farm1.static.flickr.com/249/458756399_e2243d7058.jpg
14174,FALSE,Positive,1,http://farm3.static.flickr.com/2406/2108823159_12bc4d4275.jpg
1428,FALSE,Positive,1,http://farm1.static.flickr.com/82/418209278_e3f2b1ab08.jpg
7686,FALSE,Neutral,0.6659,http://farm1.static.flickr.com/56/190246618_40c18adcb0.jpg
8460,FALSE,Positive,1,http://farm1.static.flickr.com/141/325296592_3e8158afbc.jpg
1042,FALSE,Positive,0.6757,http://farm1.static.flickr.com/97/408250425_218053dda8.jpg
8969,FALSE,Positive,1,http://farm4.static.flickr.com/3205/2452733460_774409351c.jpg
12110,FALSE,Positive,0.667,http://farm3.static.flickr.com/2097/2058906729_514e10ed27.jpg
13811,FALSE,Neutral,0.6733,http://farm1.static.flickr.com/31/63648216_bedd8d650e.jpg
1414,FALSE,Neutral,1,http://farm1.static.flickr.com/48/166533494_399375b6c9.jpg
115,TRUE,Highly negative,0.5619,http://farm5.staticflickr.com/4061/4375914756_56046282c8.jpg
9850,FALSE,Neutral,1,http://farm1.static.flickr.com/15/20941155_4484209a9f.jpg
9860,FALSE,Neutral,0.6634,http://farm4.static.flickr.com/3244/2285277995_24204f27e5.jpg
8763,FALSE,Neutral,1,http://farm4.static.flickr.com/3108/2337415414_b6c91bd15d.jpg
231,TRUE,Highly negative,0.5255,http://farm3.staticflickr.com/2725/4312932815_b85eeebc13.jpg
8337,FALSE,Neutral,1,http://farm2.static.flickr.com/1278/1388742150_2887fa1ef6.jpg
13460,FALSE,Neutral,0.6628,http://farm4.static.flickr.com/3238/2432696301_f264950606.jpg
10856,FALSE,Positive,1,http://farm1.static.flickr.com/83/268171739_7a5da2212e.jpg
2747,FALSE,Positive,1,http://farm4.static.flickr.com/3136/2627894099_ec73e4e17c.jpg
4975,FALSE,Positive,1,http://farm2.static.flickr.com/1213/698615094_ee714ec23a.jpg
13021,FALSE,Positive,1,http://farm2.static.flickr.com/1440/839899372_8d880f70df.jpg
1521,FALSE,Positive,0.6622,http://farm3.static.flickr.com/2160/2262515073_924c4d9e11.jpg
13909,FALSE,Positive,1,http://farm1.static.flickr.com/71/214352673_b6f57456f9.jpg
10010,FALSE,Negative,0.671,http://farm1.static.flickr.com/91/209306773_1ed4c42723.jpg
215,TRUE,Positive,0.7216,http://farm9.staticflickr.com/8452/7890245806_f7910fa80a.jpg
3464,FALSE,Positive,1,http://farm2.static.flickr.com/1279/558412504_8565243bd9.jpg
14699,FALSE,Negative,0.6581,http://farm2.static.flickr.com/1434/1024693153_ce3d834a20.jpg
7865,FALSE,Positive,1,http://farm1.static.flickr.com/230/475468951_50c41f8954.jpg
11597,FALSE,Positive,0.663,http://farm1.static.flickr.com/124/352185796_c38978c7de.jpg
7151,FALSE,Neutral,0.665,http://farm1.static.flickr.com/51/155087708_0f569721a6.jpg
8736,FALSE,Neutral,0.661,http://farm2.static.flickr.com/1194/527076573_f006db638f.jpg
2488,FALSE,Positive,0.6622,http://farm1.static.flickr.com/50/147768998_d3c4d889ec.jpg
8472,FALSE,Highly negative,0.3538,http://farm4.static.flickr.com/3137/2373517820_8265178992.jpg
11059,FALSE,Positive,0.6678,http://farm4.static.flickr.com/3192/2558438204_acf67d2269.jpg
3315,FALSE,Positive,0.3382,http://farm4.static.flickr.com/3290/2347813786_087efa6f2b.jpg
15002,FALSE,Positive,0.6619,http://farm3.static.flickr.com/2039/1923323649_a195afc694.jpg
3249,FALSE,Negative,1,http://farm1.static.flickr.com/196/495584940_d66f12081f.jpg
9631,FALSE,Negative,0.6443,http://farm1.static.flickr.com/20/72553827_04f59b7407.jpg
2183,FALSE,Neutral,1,http://farm1.static.flickr.com/81/215347818_b27cf7e879.jpg
6106,FALSE,Highly positive,0.3386,http://farm4.static.flickr.com/3218/2590501892_05e07cc08d.jpg
